"porn?
empty/1"	"unnatural?
empty/1"	"lang correct?
0/1"	text_show	id
			"فیلم آموزش نقاشی روباه – نقاشی، نگارگری یا رسم، فرآیندی است که طی آن رنگ بر روی یک سطح مانند کاغذ یا بوم ایجاد نقش میکند و اثری خلق میشود. فردی که این فرایند توسط او انجام میگیرد نقاش نام دارد، بهخصوص زمانی که نقاشی حرفهٔ شخص باشد. فیلم آموزش نقاشی شوالیه و شاهزاده – نقاشی، نگارگری یا رسم، فرآیندی است که طی آن رنگ بر روی یک سطح مانند کاغذ یا بوم ایجاد نقش میکند و اثری خلق میشود. فردی که این فرایند توسط او انجام میگیرد نقاش نام دارد، بهخصوص زمانی که نقاشی حرفهٔ شخص باشد. فیلم آموزش نقاشی جنگجو – 
..........
نجام میگیرد نقاش نام دارد، بهخصوص زمانی که نقاشی حرفهٔ شخص باشد. فیلم آموزشی ساخت ابزار آلات – (فیلم آموزشی خلاقیت و کاردستی) – آفرینندگی یا آفرینشگری یا خلاقیت، مهمترین و اساسیترین قابلیت و توانایی انسان و بنیادیترین عامل ایجاد ارزش است که در همهٔ ابعاد و جوانب زندگی وی نقش کاملاً حیاتی ایفا میکند. خلاقیت و نوآوری از والاترین ویژگیهای انسان است. فیلم آموزشی چهار خلاقیت ساده و کاربردی – (فیلم آموزشی خلاقیت و کاردستی) – آفرینندگی یا آفرینشگری یا خلاقیت، مهمترین و اساسیترین قابلیت و توانایی انسان "	a51e14dbd177e4a976f6f97dc955e4af
			"آشنایی با روش برداشتن تخمک در جریان عمل ای وی اف روش برداشتن تخمک در جریان عمل ای وی اف برداشتن تخمک در عمل ای وی اف بکمک سونوگرافی انجام میگیرد از زمان تولد اولین کودک به روش IVF در سال ۱۹۷۸(۱)IVF و روشهای وابسته به آن( ART ) بطور فزاینده ای برای درمان تمامی انواع ناباروری بکار رفته است . بیش از ۰۰۰ ۴۸ کودک در سال ۲۰۰۳ بکمک ART بدنیا آمدند که بیش از ۱% کوهورت زاینانهای ایالات متحده را تشکیل میدهد. بدنبال افزایش روز افزون پیامد ART این روش در بسیاری از بیماریها مانند فاکتور لوله ای و فاکتور مردا
..........
کر رزرو تخمدان بسیار راحتتر است . البته استفاده از سطح AMH برای پیش بینی میزان موفقیت IVF نیاز به اثبات بیشتری دارد .بر اساس سونوگرافی اندازه تخمدان در سنین چهل و بالاتر بتدریج کوچکتر میشود و شاید این نکته نسبت به تغییرات سیکل قاعدگی اندیکاتور زوردرس تر منوپوز باشد . ارتباط بیم حجم تخمدان و میزان پاسخدهی به IVF نشان داده شده است . و این تست آسانتر بوده و گران نیست و از طرفی احتمال خطای اینترا و اینتر ابزرور در آن کمتر است . شمارش فولیکولهای آنترال (AFC) که بصورت تعداد فولیکولهای به قطر mm۱۰ و کم"	be697bf2eecb4ef2d1347a850649c92b
			"شبکه و دوربین های تحت شبکه ضبط کننده ویدئویی دیجیتال یک ضبط کننده ویدئویی دیجیتال (DVR)، که گاهی اوقات به اسم تجاری ضبط کننده ویدئو شخصی(PVR)، شناخته میشود، یک دستگاهالکترونیکیمصرفکنندهویانرم افزار کاربردیاستکهضبط تصاویر را درفرمت دیجیتال در یکهارد دیسک، USB درایو فلش،کارت حافظهSD ویادیگرشبکههای محلی و یادستگاه های ذخیره سازانبوه انجام می دهد. این اصطلاح شامل کلیه موارد می باشد: جعبه دستگاه تاپ(STB) می باشد که مستقیم بر روی دیسک ضبطمی کند، مدیاپلیرهای قابلحمل(PMP)با قابلیت ضبط، ضبط کننده های (PM
..........
ااستفاده می شود. جریان داده هایATSC، می توانند به طور مستقیم توسطیکضبط کننده ویدئویی دیجیتالثبت شوند، گرچه بسیاری از DVR ها تنها فقط زیر مجموعه ای از این اطلاعات را ثبت می کنند که بعدمی تواند بهDVDمنتقل شود.یک ATSC DVRنیز مانند یک دستگاه گیرنده عمل می کند که منجر می شود تلویزیون ها و یا مانیتورهای قدیمی تر تصاویر دیجیتالی را دریافت کنند. حفاظت از کپی FCC آمریکا،تلاش کرده است که برای محدود کردنتوانایی هایDVR ها،از قوانین ""پخش پرچم"" استفاده کند. دستگاه های ضبط ویدئویی دیجیتال که برنده اجرای""موثر"" "	a96fb20141fdc6780747683c840fb8f2
			"میگر ، تستر مقاومت عایق پاپیولار Popular PE-IM588 Popular Insulation Multimeter PE-IM588 میگر ""تستر عایق"" 5000 ولت ST-6605 دستگاه تست عایق (میگر) دیجیتالی با صفحه دیجیتالی LCD بزرگ و چراغدار دارای باراگراف با قابلیت کار با آد... میگر 1 کیلو ولت یونیتی uni-t ut 511 مشهد دقیق نمایندگی پخش و فروش کلیه تجهیزات تست و تزریق ولتاژ مانند تستر های عایق کابل ، میگر ها ، ها... دستگاه تست عایق (میگر) ST-6605 5000 V تستر مقاومت عایق ، میگر تستر عایق(میگر) دیتا لاگر(insulation tester)مدل TES – 1604 میگر یا تس
..........
0GΩ. • صفحه نمایش بزرگ دیج... میگر یا تستر مقاومت عایق وسیله سود مند و پر کاربرد در صنعت برق و ساختمان سازی و خودرو سازی می باشد.که کار اصلی آن اندازه گیری مقاومت های ... تستر مقاومت عایق،میگر 380260 وسیله ای است که برای اندازه گیری مقاومت های بسیار بزرگ (از نظرمقدار مقاومت الکتریکی) معمولا 2000 مگا اهم است... انواع میگر و ارت تستر دیجیتال و آنالوگ از کمپانی معروف Megger آمریکا انواع میگر و ارت تستر دیجیتال و آنالوگ از کمپانی معروف Fluke آمریک... تستر مقاومت عایق ، میگر UT512 uni-t ut512 میگر ut"	b8a91dbe955849327f2b8435aca1a58a
			"در صورتی که قصد بهبود رتبه وب سایت خود در موتورهای جستجو را دارید یکی از راه های آن بک لینک سازی (قرار دادن لینک وب سایت در سایت های دیگر) می باشد. بک لینک سازی یکی از راه های سئو و بهینه سازی وب سایت می باشد که در صورتی که به درستی انجام گردد باعث افزایش بسیار رتبه وب سایت در موتورهای جستجو میگردد. اما بک لینک سازی پیش نیاز دارد و آن هم وجود محتوای با کیفیت و مورد نیاز برای کاربران در وب سایت می باشد که می توانید برای تولید محتوا برای وب سایت به صورت سئو مقاله لینک شده را مطالعه نمایید. در بخش 
..........
یت ها می توانند از طریق RSS مطالب وب سایت شما را به صورت اتوماتیک در سایت خود نمایش دهند که برای رویت کامل مقاله لینک به وب سایت شما می گردد. وب سایت های آگهی اغلب وب سایت های آگهی به شما قابلیت ایجاد لینک در آگهی درج شده را می دهند. دایرکتوری ها وب سایت خود را می توانید به دایرکتوری های مشاغل نظیر کتاب اول ارسال نمایید. قرار دادن لینک به اشتراک گذاری در پایین مقالات در زیر مقالات خود می توانید لینک به اشتراک گذاری را شبکه های اجتماعی را قرار دهید تا زمانی که کاربر مایل بود بتواند مطلب مورد نظر "	027a35a85cf88937ddba27de9cafeeb2
			"باکتری اسید لاکتیک باکتری اسید لاکتیک (ال ای بی) کلاد و باکتری گرم-مثبتی است از نوع سیتوزین کم که در مقابل اسیدها ضعیف هستند. این باکتریها معمولاً رادهای غیر هوازی و غیر هاگزا و در کل کوکسی یا باسیلی هستند. این باکتریهار بر اساس دگرگشت (متابولیزم) و مشخصات فیزیکیشان دسته بندی میشوند. این باکترها در گیاهان بیشتر به عنوان تجزیه کنندهها حضور دارند و در کل محصولات دارای لاکتیک اسید را تجزیه میکنند و طی فرایند تخمیر کربو هیدراتها لاکتیک اسید را به عنوان محصول نهایی تولید میکنند. سرده ی عضو راسته ی لا
..........
 تولید کننده اسید لاکتیک (LAB) و اوره بر ترکیب شیمیایی و ارزش غذایی علوفه کامل جو[ویرایش] این آزمایش به منظور بررسی اثر باکتری تولید کننده اسید لاکتیک (LAB) و اوره بر ترکیب شیمیایی، ارزش غذایی و ویژگیهای مایع شکمبه علوفه کامل جو سیلو شده انجام گردید. در یک طرح کاملاً تصادفی و به صورت چرخشی، چهار گوسفند نر سافولک مورد استفاده قرار گرفت. محلول LAB به میزان دو لیتر بر هر تن گیاه تر جو (با ۳۵% ماده خشک) و اوره به میزان چهار کیلوگرم به هر تن ماده خشک (با ۵۵% ماده خشک)، افزوده و به مدت ۶۰ روز سیلو شد."	ffd7d9676932ae1efc767a163aeacdc7
			"نمونه سوال میان ترم ترمودینامیک شماره ۷ , دانلود نمونه سوال میان ترم ترمودینامیک شماره ۷ ,خرید نمونه سوال میان ترم ترمودینامیک شماره ۷, فایل نمونه سوال میان ترم ترمودینامیک شماره ۷ دانلود نمونه سوال میان ترم ترمودینامیک دسته بندی مکانیک فرمت فایل pdf تعداد صفحات ۲ حجم فایل …Read More » نمونه سوال میان ترم ترمودینامیک شماره ۸ نمونه سوال میان ترم ترمودینامیک شماره ۸ , دانلود نمونه سوال میان ترم ترمودینامیک شماره ۸ ,خرید نمونه سوال میان ترم ترمودینامیک شماره ۸, فایل نمونه سوال میان ترم ترمودینامیک 
..........
…Read More » راهنمای استفاده از کد ASME راهنمای استفاده از کد ASME , دانلود راهنمای استفاده از کد ASME ,خرید راهنمای استفاده از کد ASME, فایل راهنمای استفاده از کد ASME این محصول راهنمای کد استفاده از محصولات ASME یا همان انجمن مهندسین مکانیک آمریکا می باشد دسته بندی مکانیک فرمت فایل pdf تعداد صفحات ۸۰ …Read More » اساس کار انتقال حرکت اتوماتیک اساس کار انتقال حرکت اتوماتیک , دانلود اساس کار انتقال حرکت اتوماتیک ,خرید اساس کار انتقال حرکت اتوماتیک, فایل اساس کار انتقال حرکت اتوماتیک دانلود کتاب "	f2be3dc5454ce2ce04f5786bc04452e4
			"دانلود پروژه اصلاح نژاد آبزیان (اصلاح نژاد ماهیان) رشته شیلات - بازدید: 101 - 3شهریور1392 - دسته بندی: پایان نامه زیست شناسی | بدون نظر - - موضوع پروژه : اصلاح نژاد آبزیان (ماهیان) - مربوط به رشته : شیلات - فرمت اجرایی : در قالب word - تعداد صفحات : ۱۰۲ صفحه توضیحی مختصر از پروژه اصلاح نژاد آبزیان (اصلاح نژاد ماهیان) رشته شیلات : اهمیت اصلاح نژاد آبزیان و مقایسه آن با اصلاح نژاد دام و طیور ، تأثیر آن در زندگی کنونی و اهداف کلی اصلاح نژاد ماهیان طبیعت و ساختمان ژن، موتاسیون ها و ژن های کشنده ، حت
..........
هیان) حیوانات در یک شرایط کنترل شده - فنوتیپ - تاریخچه اصلاح دام - تعریف اصلاح دام - صفات مهم اقتصادی در دام ها و طیور - اصلاح دام در ایران - مروری بر اصلاحات ژنتیک - ژن ها و کروموزم ها (Gene = Locus) - کاریوتایپینگ چیست Karyotyping - دو نکته حائز اهمیت در کاریوتاپینگ - آتوزوم - هدف اصلی طرح های اصلاح نژاد آبزیان تیلاپا - وراثت فنوتیپ های کیفی - تقسیم بندی فنوتیپ ها - صفات کمی کیفی و تفاوت آن ها - جدول تفاوت برخی از آن ها - کروموزوم ها (Chromosome) - سانترومر وسط - سانترومر نزدیک به انتها - تلو "	b8d4283741e685c014eb662e07827bed
			"بوستر پمپ آتش نشانی بوستر پمپ آتش نشانی , بوستر پمپ های آتش نشانی استاندارد , خصوصیات و اساس بوستر پمپ های آتش نشانی , خرید , فروش و قیمت بوستر پمپ آتشنشانی برخی از اصول بنیادین بوستر پمپ های آتش نشانی عبارتند از : - انتظاری که از این بوستر پمپ های فشاری می رود فشاری معادل بر ۱۴۰-۱۲۰ درصد نامی خود را ایجاد کنند. - نرخ جریانی معادل ۱۵۰ درصد بیشترین نرخ جریان مورد انتظار از یک بوستر پمپ آتش نشانی است و در فشاری معادل ۶۵ درصد جریان نامی فشار نامی است. - فشار و جریان معادل ۱۰۰ درصد فشار و جریان نامی
..........
دو برابر ظرفیت را دارا باشد - برای این که وارد مدار شوند باید که هر دو باتری دارای کنتاکتور های دستی کنترلی باشند تجهیزات جانبی - باید که نوع شیرآلات مکش و رانش از دروازه ای OS&Y باشند. - یک تبدیل خارج از مرکز برای مواقعی که بین قطر فلنج مکش و لوله مکش اختلاف سایز وجود دارد، حتما باید استفاده شود. - یک تبدیل مرکزی هم برای مواقعی که بین قطر فلنج رانش و لوله رانش اختلاف سایز وجود باشد حتما باید مورد استفاده قرار گیرد. - حتما باید بوستر پمپ های آتش نشانی دارای شیر فشار شکن پوسته Casing relief valve"	78782472c25d8bf288b1421de8c71b85
			"دانلود وکتور آشپز و سرآشپز پیتزا ، از این وکتور آشپز می توانید جهت ساخت منوی رستوران یا فست فود و یا طراحی تابلوهای سردر فست فودی استفاده کنید دانلود وکتور ۲۵ مدل از انواع طرح های گسترده جعبه و پکیج های بسته بندی جهت ساخت انواع بسته و پکیج محصولات و کالاهای متنوع مانند وکتور جعبه هدیه دانلود وکتور سربرگ ست اداری بتعداد ۵۰ مدل مختلف در طرح و رنگ های زیبا جهت طراحی و ساخت انواع ست اداری و سربرگ های متنوع ، دانلود وکتور اسلیمی و نقش و نگار اسلیمی با فرمت AI قابل ویرایش در نرم افزارهای برداری ، از ا
..........
وکتور سگ,وکتور موش و بسیاری از حیوانات دیگر همگی در این مجموعه قرار دارد دانلود وکتور پیانو و آلات موسیقی در سه فایل ai و svg با کیفیت عالی و قابل چاپ در ابعاد بسیار بزرگ بهمراه آیکون های موسیقی و ابزار آلات موسیقی ، وکتور آیکون گرامافون ، وکتور آیکون نت موسیقی، وکتور بلند گو، وکتور سی دی ، نوار ، وکتور گیتار و … دانلود وکتور اینفو گرافیک به صورت برداری ، مناسب برای طراحی طرح های اطلاع رسانی و طراحی بیلان کاری دانلود وکتور نقش گل و بوته با فرمت AI قابل ویرایش در نرم افزارهای برداری و مناسب برای "	5b0f2f602c95e2b503f84c5d6ffb5212
			محلولی از ضدکف حاوی سیلیکون در سیکلوهگزانون است که به عنوان ضدکف به کار می رود. جزئیات - جلوگیری از تشکیل فوم و تاول پوشش های حلال پایه مثل سیستم های هواخشک برپایه اکریلیک، وینیل یا پلیمرهای کلرینه شده پوشش های خشک شونده ی سریعِ صنعتی و دکوراتیو برپایه ی رزین های آلکیدی با طول متوسط تا بلند و پوشش های اسپری ایرلس Labels/Agency Rating : TSCA مقدار مصرف توصیه شده: 0.1 - 1.0% در فرمولاسیون کل داده های فنی تماس با تامین کننده برای تماس با تامین کنندگان این ماده و ثبت درخواست جهت دریافت قیمت، نمونه، مشاوره و یا پیش فاکتور لطفا فرم درخواست را تکمیل نمایید.	159e41c922d37499ffef5204352f0ae5
			"آرشیو دسته ها نوشته شده در ۶ مهر ,۱۳۹۰ در انواع جراحی های پلاستیک و زیبایی, جراحی بینی, 268 views بازدید بار | بدون نظر » اگرچه شکل بینی شما معمولا نتیجه وراثت است ، ولیکن ممکن است آسیب ها یا جراحی قبلی ظاهر آن را تغییر داده باشد . جراحی بینی که رینوپلاستی هم نامیده می شود ظاهر و تناسب بینی را بهبود بخشیده ، سبب تعادل اجزای صورت و اعتماد به نفس می گردد . جراحی بینی همچنین ممکن است اختلالات تنفسی ناشی از نقائص ساختمانی بینی را اصلاح نماید . رینوپلاستی موارد زیر را تغییر می دهد: - اندازه ی بینی ، 
..........
گوشتی ، افتاده ، سربالا ، یا عقابی باشد - سوراخ های بینی بزرگ ، پهن ، یا رو به بالا - ناقرینگی بینی مراحل جراحی : برش های پنهان در داخل بینی یا قاعده ی آن ، امکان تغییر دادن غضروف و یا استخوان زیرین را فراهم می نمایند . این عمل شامل برداشتن قوز بینی ، نزدیک کردن استخوان های بینی ، شکل دادن نوک بینی یا اندازه ی سوراخ ها ، و بهبود زوایهی بین بینی و لب فوقانی می باشد . بعلاوه ، این عمل می تواند اشکالات تنفسی ناشی از عیوب ساختمانی را نیز اصلاح نماید . نتایج شما: طی ۶ تا ۸ هفته پس از عمل ، تغییر را خ"	6f2d2364e6c0fcb5003d1718f68c2f9f
			"مهندسان ام آی تی با تجهیز کردن سلول های بنیادی به ژن هایی که موجب تولید فاکتورهای رشد اضافی به وسیله آن ها می شوند، توانایی این سلول ها در بازسازی بافت عروقی را افزایش دادند. به گزارش مرورنیوز به نقل از پایگاه اطلاع رسانی سلول های بنیادی، محققان در مطالعه ای روی موش ها، دریافتند که سلول های بنیادی مهندسی شده با موفقیت عروق خونی را در نزدیکی جایگاه آسیب تولید کردند که اجازه بقای بافت آسیب را می دهند. در واقع سلول های بنیادی پتانسیل زیادی برای حل مشکلات موجود در زمینه بازسازی بافت را دارند اما است
..........
 این مطالعه جدید با تولید سلول های بنیادی سوپر شارژ شده شرایط را برای درمان انفارکته های بافتی (عدم خونرسانی مناسب به بافت به دلایلی مانند انسداد یا ایجاد لخته) فراهم می آورد. برای این کار محققان بعد از برداشتن سلول های بنیادی از مغز استخوان موش، از نانوذره های خاصی برای انتفال ژن مربوط به فاکتو رشد اندوتلیالی عروقی(VEGF) به این سلول ها استفاده کردند. سپس این سلول های بنیادی به نواحی آسیب دیده ایمپلنت شد. این نانوذره ها پیش از این برای انتقال داروهای سرطانی به تومورها نیز استفاده شده بودند و محق"	e5fc8bf5fca8caaecfa2389265294972
			"نیل هاربیسون نیل هاربیسون (به انگلیسی: Neil Harbisson) متولد ۲۷ ژوئیه سال ۱۹۸۲ در بریتانیا، یک کاتالان مطرح، هنرمند معاصر، نوازنده و فعال سایبورگ است که بیشتر برای توانایی گسترش دادهٔ خود در شنیدن رنگ ها و درک رنگ های خارج از توانایی چشم انسان شناخته میشود. ایشان اولین شخصی در دنیا است که یک آنتن ادغام شدهٔ استخوانی (Osseointegration) در جمجمه خود دارد. برخی ادعا میکنند که گنجاندن آنتن سایبورگ در عکس پاسپورتش، به رسمیت شناختن هاربیسون به عنوان یک سایبورگ است. رنگ و استفاده از فناوری برای گسترش ع
..........
انسانها برای تبدیل شدن به سایبورگ است. اوایل زندگی و حرفه[ویرایش] هاربیسون پسر یک مادر کاتالان و یک پدر ایرلندی است. او با یک نوع بسیار نادر از بیماری کوررنگی به نام آکروماتوپسیا به دنیا آمد، یک بیماری که تنها به او اجازه دیدن به صورت خاکستری به همراه رنگهای سیاه و سفید را میداد. او در شهر ماتارو در بخش خودمختار کاتالونیا در کشور اسپانیا بزرگ شد، جایی که او در مدارس مختلف موسیقی و هنر میآموخت. او در ۱۱ سالگی شروع به آهنگسازی قطعات پیانو و در ۱۶ سالگی، شروع به آموختن هنرهای زیبا کرد. پیوندهای واب"	2b6a79c8f73ff530cec1b200632e1c43
			"افزایش رتبه وبسایت شما با بازدید کاربران واقعی هاست ارزان حرفه ای با کیفیت بالا و محسوس طراحی حرفه ای سایت در صفحه اول گوگل اسکریپت کوتاه کننده لینک Easy URL Shortenerاسکریپت ها , کوتاه کننده لینک امروزه سایت های خدماتی از جمله سایت هایی هستند که می توانند محبوبیت و کاربران نامحدودی را جذب کرده و با ارائه خدماتی حرفه ای درآمد بالایی کسب کنند. تا به حال از سایت های کوتاه کننده لینک استفاده کرده اید؟ یا آشنایی داشته اید؟ سایت های کوتاه کننده لینک یکی از بی دردسر ترین سایت های خدماتی حال حاضر می با
..........
نترل پنل حرفه ای مدیریت و ابزار های CMS دیگر از ویژگی ای این اسکریپت است . در […] اسکریپت کوتاه کننده لینک و کسب درآمد LinkGenاسکریپت ها , کوتاه کننده لینک LinkGen نام یک اسکریپت تجاری برپایه PHP می باشد که توسط آن قادر خواهید بود سیستم کوتاه کننده لینک و کسب درآمد از طریق کوتاه کردن لینک ها مشابه سایت AdFly راه اندای کنید به صورتی که کاربران با عضویت در سیستم و کوتاه سازی لینک های بلند خود و استفاده آنها در وب سایت ها و با دریافت آمار های ورودی به لینک های کوتاه شده درآمد داشته باشند. تمامی خصو"	5f883c13f9924a71c8322a55d0f6c848
			"وبلاگ رشته ی کشاورزی پیام نور لامرد دانشجوی رشته ی مهندسی مدیریت آبادانی روستاها پیام نور لامرد در اثر کمبود روي در گیاه، به تدریج توقف رشد حاصل میشود و در نتیجه اندامهاي رویشی بویژه برگ به عنوان دستگاه فتوسنتزي دچار مشکل میشود مس نیز به صورت یون توسط ریشه گیاه و به شکل ترکیبات چنگالی از طریق برگپاشی جذب گیاه میگردد و به علت غیر متحرك بودن، ظهور علائم کمبود آن از برگهاي جوان آغاز مواد و روشها به منظور بررسی اثرات عناصر ریزمغذي بر رشد و عملکرد دانه ارقام جو آزمایشی در سال 1388 در مزرعه تحقیقاتی د
..........
ین پژوهش، بررسی اثر عناصرتغذیهاي کممصرف بر ویژگیهاي مورفولوژیک و عملکرد بیولوژیک ارقام جو میباشد. معنیدار بود مصرف کودهاي مس، روي و آهن با هم بیشترین تعداد پنجه 5/4 عدد را تولید نمود، هر چند نسبت به مصرف مس به تنهایی 4 عدد تفاوت آماري معنیداري نداشت. بین مصرف کود آهن و تیمار شاهد تفاوت معنیداري از نظر تعداد پنجه در بوته 6/3 عدد مشاهده نشد، ولی مصرف آهن توانست تعداد پنجه در بوته را افزایش دهد 9/3 عدد این تغییرات تعداد پنجه در بوته نشان میدهد که براي حصول پنجه مناسب نیاز به مصرف کودهاي کامل میکرو "	de185e2b71c05597be0c49819a1cf93d
